***************************************************************************************************
Started processing at [12/14/2024 11:17:31].
[12/14/2024 11:17:47] Record Updated 62
[12/14/2024 11:17:47] Record Updated 63
[12/14/2024 11:17:47] Record Updated 64
[12/14/2024 11:17:48] Record Updated 65
[12/14/2024 11:17:48] Record Updated 66
[12/14/2024 11:17:48] Record Updated 67
[12/14/2024 11:17:48] Record Updated 68
[12/14/2024 11:17:48] Record Updated 69
[12/14/2024 11:17:48] Record Updated 70
[12/14/2024 11:17:48] Record Updated 71
[12/14/2024 11:17:49] Record Updated 72
[12/14/2024 11:17:49] Record Updated 73
[12/14/2024 11:17:49] Record Updated 74
[12/14/2024 11:17:49] Record Updated 75
[12/14/2024 11:17:49] Record Updated 76
[12/14/2024 11:17:49] Record Updated 77
[12/14/2024 11:17:50] Record Updated 78
[12/14/2024 11:17:50] Record Updated 79
[12/14/2024 11:17:50] Record Updated 80
[12/14/2024 11:17:50] Record Updated 81
[12/14/2024 11:17:50] Record Updated 82
[12/14/2024 11:17:50] Record Updated 83
[12/14/2024 11:17:50] Record Updated 84
[12/14/2024 11:17:50] Record Updated 85
[12/14/2024 11:17:51] Record Updated 86
[12/14/2024 11:17:51] Record Updated 87
[12/14/2024 11:17:51] Record Updated 88
[12/14/2024 11:17:51] Record Updated 89
[12/14/2024 11:17:51] Record Updated 90
[12/14/2024 11:17:51] Record Updated 91
[12/14/2024 11:17:51] Record Updated 92
[12/14/2024 11:17:51] Record Updated 93
[12/14/2024 11:17:51] Record Updated 94
[12/14/2024 11:17:51] Record Updated 95
[12/14/2024 11:17:52] Record Updated 96
[12/14/2024 11:17:52] Record Updated 97
[12/14/2024 11:17:52] Record Updated 98
[12/14/2024 11:17:52] Record Updated 99
[12/14/2024 11:17:52] Record Updated 100
[12/14/2024 11:17:52] Record Updated 101
[12/14/2024 11:17:52] Record Updated 102
[12/14/2024 11:17:52] Record Updated 103
[12/14/2024 11:17:52] Record Updated 104
[12/14/2024 11:17:52] Record Updated 105
[12/14/2024 11:17:53] Record Updated 106
[12/14/2024 11:17:53] Record Updated 107
[12/14/2024 11:17:53] Record Updated 108
[12/14/2024 11:17:53] Record Updated 109
[12/14/2024 11:17:53] Record Updated 110
[12/14/2024 11:17:53] Record Updated 111
[12/14/2024 11:17:53] Record Updated 112
[12/14/2024 11:17:53] Record Updated 113
[12/14/2024 11:17:53] Record Updated 114
[12/14/2024 11:17:53] Record Updated 115
[12/14/2024 11:17:54] Record Updated 116
[12/14/2024 11:17:54] Record Updated 117
[12/14/2024 11:17:54] Record Updated 118
[12/14/2024 11:17:54] Record Updated 119
[12/14/2024 11:17:54] Record Updated 120
[12/14/2024 11:17:54] Record Updated 121
[12/14/2024 11:17:54] Record Updated 122
[12/14/2024 11:17:54] Record Updated 123
[12/14/2024 11:17:54] Record Updated 124
[12/14/2024 11:17:54] Record Updated 125
[12/14/2024 11:17:54] Record Updated 126
[12/14/2024 11:17:55] Exporting clean CH Edition dataset for data.world [D:\Code\Repos\US-Mass-Shootings\Export\Codeholics - Mass Shootings Database 1982-2023.csv]
[12/14/2024 11:17:55] SQLite DB Created [D:\Code\Repos\US-Mass-Shootings\Resources\System.Data.SQLite.dll]
[12/14/2024 11:17:55] Connected to SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\MassShooterDatabase.sqlite]
[12/14/2024 11:17:55] Importing CH Edition [D:\Code\Repos\US-Mass-Shootings\Export\Codeholics - Mass Shootings Database 1982-2023.csv]
[12/14/2024 11:17:56] Inserting CH Edition [D:\Code\Repos\US-Mass-Shootings\Export\Codeholics - Mass Shootings Database 1982-2023.csv] into SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\MassShooterDatabase.sqlite]
[12/14/2024 11:18:24] Importing MJ Edition [D:\Code\Repos\US-Mass-Shootings\Export\Mother Jones - Mass Shootings Database 1982-2023.csv]
[12/14/2024 11:18:24] Inserting MJ Edition [D:\Code\Repos\US-Mass-Shootings\Export\Mother Jones - Mass Shootings Database 1982-2023.csv] into SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\MassShooterDatabase.sqlite]
[12/14/2024 11:18:57] Exported WebView [D:\Code\Repos\US-Mass-Shootings\Export\WebView.html]

***************************************************************************************************
Finished processing at [12/14/2024 11:18:57].
***************************************************************************************************
