***************************************************************************************************
Started processing at [11/14/2023 11:38:45].
[11/14/2023 11:38:48] Record Updated 62
[11/14/2023 11:38:48] Record Updated 63
[11/14/2023 11:38:48] Record Updated 64
[11/14/2023 11:38:48] Record Updated 65
[11/14/2023 11:38:48] Record Updated 66
[11/14/2023 11:38:48] Record Updated 67
[11/14/2023 11:38:48] Record Updated 68
[11/14/2023 11:38:48] Record Updated 69
[11/14/2023 11:38:48] Record Updated 70
[11/14/2023 11:38:48] Record Updated 71
[11/14/2023 11:38:48] Record Updated 72
[11/14/2023 11:38:48] Record Updated 73
[11/14/2023 11:38:48] Record Updated 74
[11/14/2023 11:38:48] Record Updated 75
[11/14/2023 11:38:48] Record Updated 76
[11/14/2023 11:38:48] Record Updated 77
[11/14/2023 11:38:48] Record Updated 78
[11/14/2023 11:38:48] Record Updated 79
[11/14/2023 11:38:48] Record Updated 80
[11/14/2023 11:38:48] Record Updated 81
[11/14/2023 11:38:48] Record Updated 82
[11/14/2023 11:38:48] Record Updated 83
[11/14/2023 11:38:48] Record Updated 84
[11/14/2023 11:38:48] Record Updated 85
[11/14/2023 11:38:48] Record Updated 86
[11/14/2023 11:38:48] Record Updated 87
[11/14/2023 11:38:48] Record Updated 88
[11/14/2023 11:38:48] Record Updated 89
[11/14/2023 11:38:48] Record Updated 90
[11/14/2023 11:38:48] Record Updated 91
[11/14/2023 11:38:48] Record Updated 92
[11/14/2023 11:38:48] Record Updated 93
[11/14/2023 11:38:48] Record Updated 94
[11/14/2023 11:38:48] Record Updated 95
[11/14/2023 11:38:48] Record Updated 96
[11/14/2023 11:38:48] Record Updated 97
[11/14/2023 11:38:48] Record Updated 98
[11/14/2023 11:38:48] Record Updated 99
[11/14/2023 11:38:48] Record Updated 100
[11/14/2023 11:38:48] Record Updated 101
[11/14/2023 11:38:48] Record Updated 102
[11/14/2023 11:38:48] Record Updated 103
[11/14/2023 11:38:48] Record Updated 104
[11/14/2023 11:38:48] Record Updated 105
[11/14/2023 11:38:48] Record Updated 106
[11/14/2023 11:38:48] Record Updated 107
[11/14/2023 11:38:48] Record Updated 108
[11/14/2023 11:38:48] Record Updated 109
[11/14/2023 11:38:48] Record Updated 110
[11/14/2023 11:38:48] Record Updated 111
[11/14/2023 11:38:48] Record Updated 112
[11/14/2023 11:38:48] Record Updated 113
[11/14/2023 11:38:48] Record Updated 114
[11/14/2023 11:38:48] Record Updated 115
[11/14/2023 11:38:48] Record Updated 116
[11/14/2023 11:38:48] Record Updated 117
[11/14/2023 11:38:48] Record Updated 118
[11/14/2023 11:38:48] Record Updated 119
[11/14/2023 11:38:48] Record Updated 120
[11/14/2023 11:38:48] Record Updated 121
[11/14/2023 11:38:48] Record Updated 122
[11/14/2023 11:38:48] Record Updated 123
[11/14/2023 11:38:48] Record Updated 124
[11/14/2023 11:38:48] Record Updated 125
[11/14/2023 11:38:48] Exporting clean CH Edition dataset for data.world [D:\Code\Repos\US-Mass-Shootings\Export\Codeholics - Mass Shootings Database 1982-2023.csv]
[11/14/2023 11:38:49] SQLite DB Created [D:\Code\Repos\US-Mass-Shootings\Resources\System.Data.SQLite.dll]
[11/14/2023 11:38:49] Connected to SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\MassShooterDatabase.sqlite]
[11/14/2023 11:38:49] Importing CH Edition [D:\Code\Repos\US-Mass-Shootings\Export\Codeholics - Mass Shootings Database 1982-2023.csv]
[11/14/2023 11:38:49] Inserting CH Edition [D:\Code\Repos\US-Mass-Shootings\Export\Codeholics - Mass Shootings Database 1982-2023.csv] into SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\MassShooterDatabase.sqlite]
[11/14/2023 11:38:56] Importing MJ Edition [D:\Code\Repos\US-Mass-Shootings\Export\Mother Jones - Mass Shootings Database 1982-2023.csv]
[11/14/2023 11:38:56] Inserting MJ Edition [D:\Code\Repos\US-Mass-Shootings\Export\Mother Jones - Mass Shootings Database 1982-2023.csv] into SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\MassShooterDatabase.sqlite]
[11/14/2023 11:39:02] Exported WebView [D:\Code\Repos\US-Mass-Shootings\Export\WebView.html]

***************************************************************************************************
Finished processing at [11/14/2023 11:39:02].
***************************************************************************************************
