***************************************************************************************************
Started processing at [10/02/2023 20:24:35].
[10/02/2023 20:25:07] Record Updated 62
[10/02/2023 20:25:07] Record Updated 63
[10/02/2023 20:25:07] Record Updated 64
[10/02/2023 20:25:07] Record Updated 65
[10/02/2023 20:25:07] Record Updated 66
[10/02/2023 20:25:07] Record Updated 67
[10/02/2023 20:25:07] Record Updated 68
[10/02/2023 20:25:07] Record Updated 69
[10/02/2023 20:25:07] Record Updated 70
[10/02/2023 20:25:07] Record Updated 71
[10/02/2023 20:25:07] Record Updated 72
[10/02/2023 20:25:07] Record Updated 73
[10/02/2023 20:25:07] Record Updated 74
[10/02/2023 20:25:07] Record Updated 75
[10/02/2023 20:25:07] Record Updated 76
[10/02/2023 20:25:07] Record Updated 77
[10/02/2023 20:25:07] Record Updated 78
[10/02/2023 20:25:07] Record Updated 79
[10/02/2023 20:25:07] Record Updated 80
[10/02/2023 20:25:07] Record Updated 81
[10/02/2023 20:25:07] Record Updated 82
[10/02/2023 20:25:07] Record Updated 83
[10/02/2023 20:25:07] Record Updated 84
[10/02/2023 20:25:07] Record Updated 85
[10/02/2023 20:25:07] Record Updated 86
[10/02/2023 20:25:07] Record Updated 87
[10/02/2023 20:25:07] Record Updated 88
[10/02/2023 20:25:07] Record Updated 89
[10/02/2023 20:25:07] Record Updated 90
[10/02/2023 20:25:07] Record Updated 91
[10/02/2023 20:25:07] Record Updated 92
[10/02/2023 20:25:07] Record Updated 93
[10/02/2023 20:25:07] Record Updated 94
[10/02/2023 20:25:07] Record Updated 95
[10/02/2023 20:25:07] Record Updated 96
[10/02/2023 20:25:07] Record Updated 97
[10/02/2023 20:25:07] Record Updated 98
[10/02/2023 20:25:07] Record Updated 99
[10/02/2023 20:25:07] Record Updated 100
[10/02/2023 20:25:07] Record Updated 101
[10/02/2023 20:25:07] Record Updated 102
[10/02/2023 20:25:07] Record Updated 103
[10/02/2023 20:25:07] Record Updated 104
[10/02/2023 20:25:07] Record Updated 105
[10/02/2023 20:25:07] Record Updated 106
[10/02/2023 20:25:07] Record Updated 107
[10/02/2023 20:25:07] Record Updated 108
[10/02/2023 20:25:07] Record Updated 109
[10/02/2023 20:25:07] Record Updated 110
[10/02/2023 20:25:07] Record Updated 111
[10/02/2023 20:25:07] Record Updated 112
[10/02/2023 20:25:07] Record Updated 113
[10/02/2023 20:25:07] Record Updated 114
[10/02/2023 20:25:07] Record Updated 115
[10/02/2023 20:25:07] Record Updated 116
[10/02/2023 20:25:07] Record Updated 117
[10/02/2023 20:25:07] Record Updated 118
[10/02/2023 20:25:07] Record Updated 119
[10/02/2023 20:25:07] Record Updated 120
[10/02/2023 20:25:07] Record Updated 121
[10/02/2023 20:25:07] Record Updated 122
[10/02/2023 20:25:07] Record Updated 123
[10/02/2023 20:25:07] Record Updated 124
[10/02/2023 20:25:07] Record Updated 125
[10/02/2023 20:25:15] Exporting clean CH Edition dataset for data.world [D:\Code\Repos\US-Mass-Shootings\Export\\Codeholics - Mass Shootings Database 1982-2023.csv]
[10/02/2023 20:25:19] SQLite DB Created [D:\Code\Repos\US-Mass-Shootings\Resources\System.Data.SQLite.dll]
[10/02/2023 20:25:24] Connected to SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\\MassShooterDatabase.sqlite]
[10/02/2023 20:25:34] Importing CH Edition [D:\Code\Repos\US-Mass-Shootings\Export\\Codeholics - Mass Shootings Database 1982-2023.csv]
[10/02/2023 20:25:34] Inserting CH Edition [D:\Code\Repos\US-Mass-Shootings\Export\\Codeholics - Mass Shootings Database 1982-2023.csv] into SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\\MassShooterDatabase.sqlite]
[10/02/2023 20:25:50] Importing MJ Edition [D:\Code\Repos\US-Mass-Shootings\Export\\Mother Jones - Mass Shootings Database 1982-2023.csv]
[10/02/2023 20:25:50] Inserting MJ Edition [D:\Code\Repos\US-Mass-Shootings\Export\\Mother Jones - Mass Shootings Database 1982-2023.csv] into SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\\MassShooterDatabase.sqlite]
[10/02/2023 20:26:02] Exported WebView [D:\Code\Repos\US-Mass-Shootings\Export\\WebView.html]

***************************************************************************************************
Finished processing at [10/02/2023 20:26:02].
***************************************************************************************************
