***************************************************************************************************
Started processing at [06/15/2023 16:38:46].
[06/15/2023 16:38:49] Record Updated 62
[06/15/2023 16:38:49] Record Updated 63
[06/15/2023 16:38:49] Record Updated 64
[06/15/2023 16:38:49] Record Updated 65
[06/15/2023 16:38:49] Record Updated 66
[06/15/2023 16:38:49] Record Updated 67
[06/15/2023 16:38:49] Record Updated 68
[06/15/2023 16:38:49] Record Updated 69
[06/15/2023 16:38:49] Record Updated 70
[06/15/2023 16:38:49] Record Updated 71
[06/15/2023 16:38:49] Record Updated 72
[06/15/2023 16:38:49] Record Updated 73
[06/15/2023 16:38:49] Record Updated 74
[06/15/2023 16:38:49] Record Updated 75
[06/15/2023 16:38:49] Record Updated 76
[06/15/2023 16:38:49] Record Updated 77
[06/15/2023 16:38:49] Record Updated 78
[06/15/2023 16:38:49] Record Updated 79
[06/15/2023 16:38:49] Record Updated 80
[06/15/2023 16:38:49] Record Updated 81
[06/15/2023 16:38:49] Record Updated 82
[06/15/2023 16:38:49] Record Updated 83
[06/15/2023 16:38:49] Record Updated 84
[06/15/2023 16:38:49] Record Updated 85
[06/15/2023 16:38:49] Record Updated 86
[06/15/2023 16:38:49] Record Updated 87
[06/15/2023 16:38:49] Record Updated 88
[06/15/2023 16:38:49] Record Updated 89
[06/15/2023 16:38:49] Record Updated 90
[06/15/2023 16:38:49] Record Updated 91
[06/15/2023 16:38:49] Record Updated 92
[06/15/2023 16:38:49] Record Updated 93
[06/15/2023 16:38:49] Record Updated 94
[06/15/2023 16:38:49] Record Updated 95
[06/15/2023 16:38:49] Record Updated 96
[06/15/2023 16:38:49] Record Updated 97
[06/15/2023 16:38:49] Record Updated 98
[06/15/2023 16:38:49] Record Updated 99
[06/15/2023 16:38:49] Record Updated 100
[06/15/2023 16:38:49] Record Updated 101
[06/15/2023 16:38:49] Record Updated 102
[06/15/2023 16:38:49] Record Updated 103
[06/15/2023 16:38:49] Record Updated 104
[06/15/2023 16:38:49] Record Updated 105
[06/15/2023 16:38:49] Record Updated 106
[06/15/2023 16:38:49] Record Updated 107
[06/15/2023 16:38:49] Record Updated 108
[06/15/2023 16:38:49] Record Updated 109
[06/15/2023 16:38:49] Record Updated 110
[06/15/2023 16:38:49] Record Updated 111
[06/15/2023 16:38:49] Record Updated 112
[06/15/2023 16:38:49] Record Updated 113
[06/15/2023 16:38:49] Record Updated 114
[06/15/2023 16:38:49] Record Updated 115
[06/15/2023 16:38:49] Record Updated 116
[06/15/2023 16:38:49] Record Updated 117
[06/15/2023 16:38:49] Record Updated 118
[06/15/2023 16:38:49] Record Updated 119
[06/15/2023 16:38:49] Record Updated 120
[06/15/2023 16:38:49] Record Updated 121
[06/15/2023 16:38:49] Record Updated 122
[06/15/2023 16:38:49] Record Updated 123
[06/15/2023 16:38:49] Record Updated 124
[06/15/2023 16:38:49] Record Updated 125
[06/15/2023 16:38:49] Exporting clean CH Edition dataset for data.world [D:\Code\Repos\US-Mass-Shootings\Export\\Codeholics - Mass Shootings Database 1982-2023.csv]
[06/15/2023 16:38:49] SQLite DB Created [D:\Code\Repos\US-Mass-Shootings\Resources\System.Data.SQLite.dll]
[06/15/2023 16:38:49] Connected to SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\\MassShooterDatabase.sqlite]
[06/15/2023 16:38:49] Importing CH Edition [D:\Code\Repos\US-Mass-Shootings\Export\\Codeholics - Mass Shootings Database 1982-2023.csv]
[06/15/2023 16:38:49] Inserting CH Edition [D:\Code\Repos\US-Mass-Shootings\Export\\Codeholics - Mass Shootings Database 1982-2023.csv] into SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\\MassShooterDatabase.sqlite]
[06/15/2023 16:38:58] Importing MJ Edition [D:\Code\Repos\US-Mass-Shootings\Export\\Mother Jones - Mass Shootings Database 1982-2023.csv]
[06/15/2023 16:38:58] Inserting MJ Edition [D:\Code\Repos\US-Mass-Shootings\Export\\Mother Jones - Mass Shootings Database 1982-2023.csv] into SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\\MassShooterDatabase.sqlite]
[06/15/2023 16:39:08] Exported WebView [D:\Code\Repos\US-Mass-Shootings\Export\\WebView.html]

***************************************************************************************************
Finished processing at [06/15/2023 16:39:08].
***************************************************************************************************
