***************************************************************************************************
Started processing at [02/02/2024 11:07:51].
[02/02/2024 11:10:02] Record Updated 62
[02/02/2024 11:10:04] Record Updated 63
[02/02/2024 11:10:06] Record Updated 64
[02/02/2024 11:10:08] Record Updated 65
[02/02/2024 11:10:11] Record Updated 66
[02/02/2024 11:10:13] Record Updated 67
[02/02/2024 11:10:15] Record Updated 68
[02/02/2024 11:10:17] Record Updated 69
[02/02/2024 11:10:19] Record Updated 70
[02/02/2024 11:10:22] Record Updated 71
[02/02/2024 11:10:24] Record Updated 72
[02/02/2024 11:10:26] Record Updated 73
[02/02/2024 11:10:28] Record Updated 74
[02/02/2024 11:10:30] Record Updated 75
[02/02/2024 11:10:32] Record Updated 76
[02/02/2024 11:10:34] Record Updated 77
[02/02/2024 11:10:36] Record Updated 78
[02/02/2024 11:10:38] Record Updated 79
[02/02/2024 11:10:41] Record Updated 80
[02/02/2024 11:10:43] Record Updated 81
[02/02/2024 11:10:45] Record Updated 82
[02/02/2024 11:10:47] Record Updated 83
[02/02/2024 11:10:50] Record Updated 84
[02/02/2024 11:10:52] Record Updated 85
[02/02/2024 11:10:53] Record Updated 86
[02/02/2024 11:10:55] Record Updated 87
[02/02/2024 11:10:57] Record Updated 88
[02/02/2024 11:10:59] Record Updated 89
[02/02/2024 11:11:00] Record Updated 90
[02/02/2024 11:11:02] Record Updated 91
[02/02/2024 11:11:04] Record Updated 92
[02/02/2024 11:11:06] Record Updated 93
[02/02/2024 11:11:08] Record Updated 94
[02/02/2024 11:11:10] Record Updated 95
[02/02/2024 11:11:12] Record Updated 96
[02/02/2024 11:11:14] Record Updated 97
[02/02/2024 11:11:15] Record Updated 98
[02/02/2024 11:11:17] Record Updated 99
[02/02/2024 11:11:19] Record Updated 100
[02/02/2024 11:11:21] Record Updated 101
[02/02/2024 11:11:23] Record Updated 102
[02/02/2024 11:11:25] Record Updated 103
[02/02/2024 11:11:27] Record Updated 104
[02/02/2024 11:11:29] Record Updated 105
[02/02/2024 11:11:31] Record Updated 106
[02/02/2024 11:11:33] Record Updated 107
[02/02/2024 11:11:35] Record Updated 108
[02/02/2024 11:11:37] Record Updated 109
[02/02/2024 11:11:38] Record Updated 110
[02/02/2024 11:11:40] Record Updated 111
[02/02/2024 11:11:42] Record Updated 112
[02/02/2024 11:11:44] Record Updated 113
[02/02/2024 11:11:46] Record Updated 114
[02/02/2024 11:11:48] Record Updated 115
[02/02/2024 11:11:50] Record Updated 116
[02/02/2024 11:11:52] Record Updated 117
[02/02/2024 11:11:53] Record Updated 118
[02/02/2024 11:11:55] Record Updated 119
[02/02/2024 11:11:57] Record Updated 120
[02/02/2024 11:11:59] Record Updated 121
[02/02/2024 11:12:01] Record Updated 122
[02/02/2024 11:12:03] Record Updated 123
[02/02/2024 11:12:05] Record Updated 124
[02/02/2024 11:12:07] Record Updated 125
[02/02/2024 11:12:08] Record Updated 126
[02/02/2024 11:12:11] Exporting clean CH Edition dataset for data.world [D:\Code\Repos\US-Mass-Shootings\Export\Codeholics - Mass Shootings Database 1982-2023.csv]
[02/02/2024 11:12:12] SQLite DB Created [D:\Code\Repos\US-Mass-Shootings\Resources\System.Data.SQLite.dll]
[02/02/2024 11:12:12] Connected to SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\MassShooterDatabase.sqlite]
[02/02/2024 11:12:15] Importing CH Edition [D:\Code\Repos\US-Mass-Shootings\Export\Codeholics - Mass Shootings Database 1982-2023.csv]
[02/02/2024 11:12:15] Inserting CH Edition [D:\Code\Repos\US-Mass-Shootings\Export\Codeholics - Mass Shootings Database 1982-2023.csv] into SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\MassShooterDatabase.sqlite]
[02/02/2024 11:12:23] Importing MJ Edition [D:\Code\Repos\US-Mass-Shootings\Export\Mother Jones - Mass Shootings Database 1982-2023.csv]
[02/02/2024 11:12:24] Inserting MJ Edition [D:\Code\Repos\US-Mass-Shootings\Export\Mother Jones - Mass Shootings Database 1982-2023.csv] into SQLite DB [D:\Code\Repos\US-Mass-Shootings\Export\MassShooterDatabase.sqlite]
[02/02/2024 11:12:30] Exported WebView [D:\Code\Repos\US-Mass-Shootings\Export\WebView.html]

***************************************************************************************************
Finished processing at [02/02/2024 11:12:31].
***************************************************************************************************
